2026-08-11 12:13:13,880 | INFO     | silver.clean_products | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/silver_clean_products_20260811.log
2026-08-11 12:13:13,881 | INFO     | silver.clean_products | Starting Silver pipeline at 2026-08-11 12:13:13.879223
2026-08-11 12:13:15,067 | INFO     | silver.clean_products | Incremental load from catalog_project1.bronze.products
2026-08-11 12:13:16,411 | INFO     | silver.clean_products | Read 1 records from catalog_project1.bronze.products
2026-08-11 12:13:16,413 | INFO     | silver.clean_products | All required columns exists in the catalog_project1.bronze.products
2026-08-11 12:13:16,414 | WARNING  | silver.clean_products | New columns detected in catalog_project1.bronze.products: {'_source_table', '_ingestion_pipeline_id', '_source_file', '_ingestion_timestamp'}
2026-08-11 12:13:17,060 | INFO     | silver.clean_products | Data standardization completed for the catalog_project1.bronze.products
2026-08-11 12:13:17,694 | INFO     | silver.clean_products | Data type casting completed for the catalog_project1.bronze.products
2026-08-11 12:13:18,639 | INFO     | silver.clean_products | Data validation completed for the catalog_project1.bronze.products
2026-08-11 12:13:19,325 | INFO     | silver.clean_products | Deduplication completed for the catalog_project1.bronze.products
2026-08-11 12:13:25,697 | INFO     | silver.clean_products | Data written to the catalog_project1.silver.clean_products
2026-08-11 12:13:27,178 | INFO     | silver.clean_products | Data validation for catalog_project1.silver.clean_products completed
2026-08-11 12:13:27,180 | INFO     | silver.clean_products | Silver pipeline for catalog_project1.silver.clean_products completed successfully
2026-08-11 12:13:27,629 | INFO     | silver.clean_products | New watermark: 2024-12-16 00:00:00
2026-08-11 12:13:29,144 | INFO     | silver.clean_products | Audit for catalog_project1.silver.clean_products is written successfully
2026-08-11 12:29:00,190 | INFO     | silver.clean_products | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/silver_clean_products_20260811.log
2026-08-11 12:29:00,191 | INFO     | silver.clean_products | Starting Silver pipeline at 2026-08-11 12:29:00.186115
2026-08-11 12:29:01,601 | INFO     | silver.clean_products | Incremental load from catalog_project1.bronze.products
2026-08-11 12:29:02,964 | INFO     | silver.clean_products | Read 1 records from catalog_project1.bronze.products
2026-08-11 12:29:02,967 | INFO     | silver.clean_products | All required columns exists in the catalog_project1.bronze.products
2026-08-11 12:29:02,971 | WARNING  | silver.clean_products | New columns detected in catalog_project1.bronze.products: {'_source_table', '_ingestion_pipeline_id', '_source_file', '_ingestion_timestamp'}
2026-08-11 12:29:03,578 | INFO     | silver.clean_products | Data standardization completed for the catalog_project1.bronze.products
2026-08-11 12:29:04,015 | INFO     | silver.clean_products | Data type casting completed for the catalog_project1.bronze.products
2026-08-11 12:29:05,163 | INFO     | silver.clean_products | Data validation completed for the catalog_project1.bronze.products
2026-08-11 12:29:05,872 | INFO     | silver.clean_products | Deduplication completed for the catalog_project1.bronze.products
2026-08-11 12:29:12,291 | INFO     | silver.clean_products | Data written to the catalog_project1.silver.clean_products
2026-08-11 12:29:13,862 | INFO     | silver.clean_products | Data validation for catalog_project1.silver.clean_products completed
2026-08-11 12:29:13,867 | INFO     | silver.clean_products | Silver pipeline for catalog_project1.silver.clean_products completed successfully
2026-08-11 12:29:14,266 | INFO     | silver.clean_products | New watermark: 2024-12-17 00:00:00
2026-08-11 12:29:15,796 | INFO     | silver.clean_products | Audit for catalog_project1.silver.clean_products is written successfully
