2026-07-28 12:22:13,119 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260728.log
2026-07-28 12:22:13,120 | INFO     | bronze.inventory | Checking for last successful run
2026-07-28 12:22:13,762 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-07-28 12:22:13,768 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-07-28 12:22:13,803 | INFO     | bronze.inventory | Starting pre-write validations
2026-07-28 12:22:15,103 | INFO     | bronze.inventory | Rows read from source: 0
2026-07-28 12:22:15,313 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-07-28 12:22:15,321 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-07-28 12:22:15,322 | INFO     | bronze.inventory | Source table: inventory_raw
2026-07-28 12:22:15,324 | INFO     | bronze.inventory | Target table: inventory
2026-07-28 12:22:17,243 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-07-28 12:22:17,244 | INFO     | bronze.inventory | Starting post-write validations
2026-07-28 12:22:17,656 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-07-28 12:22:17,657 | INFO     | bronze.inventory | Rows written in this run: 0
2026-07-28 12:22:18,193 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-07-28 12:22:18,892 | INFO     | bronze.inventory | No primary key duplicates found
2026-07-28 12:22:19,552 | INFO     | bronze.inventory | No full row duplicates found
2026-07-28 12:22:19,922 | INFO     | bronze.inventory | No NULL values found
2026-07-28 12:22:19,923 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-07-28 12:22:21,888 | INFO     | bronze.inventory | Audit log written successfully
