2026-07-27 12:47:27,178 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260727.log
2026-07-27 12:47:27,185 | INFO     | bronze.inventory | Checking for last successful run
2026-07-27 12:47:27,793 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-07-27 12:47:27,794 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-07-27 12:47:27,823 | INFO     | bronze.inventory | Starting pre-write validations
2026-07-27 12:47:28,952 | INFO     | bronze.inventory | Rows read from source: 0
2026-07-27 12:47:29,170 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-07-27 12:47:29,171 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-07-27 12:47:29,172 | INFO     | bronze.inventory | Source table: inventory_raw
2026-07-27 12:47:29,173 | INFO     | bronze.inventory | Target table: inventory
2026-07-27 12:47:30,887 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-07-27 12:47:30,889 | INFO     | bronze.inventory | Starting post-write validations
2026-07-27 12:47:31,281 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-07-27 12:47:31,734 | INFO     | bronze.inventory | Rows written in this run: 10
2026-07-27 12:47:32,395 | INFO     | bronze.inventory | Total rows in bronze table after ingestion: 10
2026-07-27 12:47:32,897 | INFO     | bronze.inventory | No primary key duplicates found
2026-07-27 12:47:33,273 | INFO     | bronze.inventory | No full row duplicates found
2026-07-27 12:47:33,644 | INFO     | bronze.inventory | No NULL values found
2026-07-27 12:47:33,667 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-07-27 12:47:35,604 | INFO     | bronze.inventory | Audit log written
2026-07-27 12:49:03,561 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260727.log
2026-07-27 12:49:03,562 | INFO     | bronze.inventory | Checking for last successful run
2026-07-27 12:49:04,258 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-07-27 12:49:04,260 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-07-27 12:49:04,297 | INFO     | bronze.inventory | Starting pre-write validations
2026-07-27 12:49:05,033 | INFO     | bronze.inventory | Rows read from source: 0
2026-07-27 12:49:05,206 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-07-27 12:49:05,207 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-07-27 12:49:05,209 | INFO     | bronze.inventory | Source table: inventory_raw
2026-07-27 12:49:05,211 | INFO     | bronze.inventory | Target table: inventory
2026-07-27 12:49:06,448 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-07-27 12:49:06,449 | INFO     | bronze.inventory | Starting post-write validations
2026-07-27 12:49:06,845 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-07-27 12:49:06,846 | INFO     | bronze.inventory | Rows written in this run: 0
2026-07-27 12:49:07,464 | INFO     | bronze.inventory | Total rows in bronze table after ingestion: 10
2026-07-27 12:49:07,860 | INFO     | bronze.inventory | No primary key duplicates found
2026-07-27 12:49:08,234 | INFO     | bronze.inventory | No full row duplicates found
2026-07-27 12:49:08,637 | INFO     | bronze.inventory | No NULL values found
2026-07-27 12:49:08,639 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-07-27 12:49:10,721 | INFO     | bronze.inventory | Audit log written
