2026-08-11 12:12:21,497 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260811.log
2026-08-11 12:12:21,498 | INFO     | bronze.inventory | Checking for last successful run
2026-08-11 12:12:22,314 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-11 12:12:22,316 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-11 12:12:22,347 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-11 12:12:23,509 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-11 12:12:23,700 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-11 12:12:23,701 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-11 12:12:23,703 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-11 12:12:23,704 | INFO     | bronze.inventory | Target table: inventory
2026-08-11 12:12:25,757 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-11 12:12:25,758 | INFO     | bronze.inventory | Starting post-write validations
2026-08-11 12:12:26,207 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-11 12:12:26,208 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-11 12:12:26,775 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-11 12:12:27,399 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-11 12:12:27,820 | INFO     | bronze.inventory | No full row duplicates found
2026-08-11 12:12:28,201 | INFO     | bronze.inventory | No NULL values found
2026-08-11 12:12:28,202 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-11 12:12:29,962 | INFO     | bronze.inventory | Audit log written successfully
2026-08-11 12:28:09,699 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260811.log
2026-08-11 12:28:09,700 | INFO     | bronze.inventory | Checking for last successful run
2026-08-11 12:28:10,461 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-11 12:28:10,463 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-11 12:28:10,498 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-11 12:28:11,282 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-11 12:28:11,479 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-11 12:28:11,480 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-11 12:28:11,481 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-11 12:28:11,484 | INFO     | bronze.inventory | Target table: inventory
2026-08-11 12:28:13,015 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-11 12:28:13,025 | INFO     | bronze.inventory | Starting post-write validations
2026-08-11 12:28:13,492 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-11 12:28:13,495 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-11 12:28:14,033 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-11 12:28:14,410 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-11 12:28:14,814 | INFO     | bronze.inventory | No full row duplicates found
2026-08-11 12:28:15,179 | INFO     | bronze.inventory | No NULL values found
2026-08-11 12:28:15,182 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-11 12:28:16,944 | INFO     | bronze.inventory | Audit log written successfully
