2026-07-28 12:22:21,907 | INFO     | bronze.order_items | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_order_items_20260728.log
2026-07-28 12:22:21,908 | INFO     | bronze.order_items | Checking for last successful run
2026-07-28 12:22:22,550 | INFO     | bronze.order_items | Fetched watermark value: 2025-03-05 00:00:00
2026-07-28 12:22:22,552 | INFO     | bronze.order_items | Reading source order_items_raw table
2026-07-28 12:22:22,580 | INFO     | bronze.order_items | Starting pre-write validations
2026-07-28 12:22:23,675 | INFO     | bronze.order_items | Rows read from source: 0
2026-07-28 12:22:23,848 | INFO     | bronze.order_items | Pre-write validations passed. Source order_items_raw ready for ingestion.
2026-07-28 12:22:23,852 | INFO     | bronze.order_items | Starting Bronze order_items ingestion
2026-07-28 12:22:23,854 | INFO     | bronze.order_items | Source table: order_items_raw
2026-07-28 12:22:23,856 | INFO     | bronze.order_items | Target table: order_items
2026-07-28 12:22:25,606 | INFO     | bronze.order_items | Bronze order_items table written successfully.
2026-07-28 12:22:25,607 | INFO     | bronze.order_items | Starting post-write validations
2026-07-28 12:22:25,992 | INFO     | bronze.order_items | No new data found. Using previous watermark: 2025-03-05 00:00:00
2026-07-28 12:22:25,994 | INFO     | bronze.order_items | Rows written in this run: 0
2026-07-28 12:22:26,526 | INFO     | bronze.order_items | Total rows in bronze table: 10
2026-07-28 12:22:27,039 | INFO     | bronze.order_items | No primary key duplicates found
2026-07-28 12:22:27,462 | INFO     | bronze.order_items | No full row duplicates found
2026-07-28 12:22:27,866 | INFO     | bronze.order_items | No NULL values found
2026-07-28 12:22:27,867 | INFO     | bronze.order_items | Post-write validations completed. Bronze order_items ingestion finished successfully.
2026-07-28 12:22:29,911 | INFO     | bronze.order_items | Audit log written successfully
