2026-07-21 06:11:59,138 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260721.log
2026-07-21 06:11:59,141 | INFO     | bronze.customers | Reading source table
2026-07-21 06:12:20,464 | INFO     | bronze.customers | Rows read: 10
2026-07-21 06:12:21,453 | INFO     | bronze.customers | Source fetching completed successfully
2026-07-21 06:12:21,456 | INFO     | bronze.customers | Starting Bronze ingestion
2026-07-21 06:12:21,456 | INFO     | bronze.customers | Source table: customers_raw
2026-07-21 06:12:21,457 | INFO     | bronze.customers | Target table: customers
2026-07-21 06:12:37,777 | INFO     | bronze.customers | Bronze table written successfully.
2026-07-21 06:12:38,635 | INFO     | bronze.customers | Rows written: 10
2026-07-21 06:12:39,549 | INFO     | bronze.customers | Duplicate customer_ids: 0
2026-07-21 06:12:41,049 | INFO     | bronze.customers | Bronze customer ingestion completed.
2026-07-21 07:11:39,748 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260721.log
2026-07-21 07:11:39,749 | INFO     | bronze.customers | Reading source table
2026-07-21 07:11:41,843 | INFO     | bronze.customers | Rows read: 10
2026-07-21 07:11:42,160 | INFO     | bronze.customers | Source fetching completed successfully
2026-07-21 07:11:42,160 | INFO     | bronze.customers | Starting Bronze ingestion
2026-07-21 07:11:42,161 | INFO     | bronze.customers | Source table: customers_raw
2026-07-21 07:11:42,162 | INFO     | bronze.customers | Target table: customers
2026-07-21 07:11:50,668 | INFO     | bronze.customers | Bronze table written successfully.
2026-07-21 07:11:51,286 | INFO     | bronze.customers | Rows written: 10
2026-07-21 07:11:52,082 | INFO     | bronze.customers | Duplicate customer_ids: 0
2026-07-21 07:11:52,972 | INFO     | bronze.customers | Bronze customer ingestion completed.
2026-07-21 07:16:15,317 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260721.log
2026-07-21 07:16:15,317 | INFO     | bronze.customers | Reading source table
2026-07-21 07:16:16,466 | INFO     | bronze.customers | Rows read: 10
2026-07-21 07:16:16,661 | INFO     | bronze.customers | Source fetching completed successfully
2026-07-21 07:16:16,662 | INFO     | bronze.customers | Starting Bronze ingestion
2026-07-21 07:16:16,663 | INFO     | bronze.customers | Source table: customers_raw
2026-07-21 07:16:16,665 | INFO     | bronze.customers | Target table: customers
2026-07-21 07:16:20,776 | INFO     | bronze.customers | Bronze table written successfully.
2026-07-21 07:16:21,222 | INFO     | bronze.customers | Rows written: 10
2026-07-21 07:16:21,837 | INFO     | bronze.customers | Duplicate customer_ids: 0
2026-07-21 07:16:22,643 | INFO     | bronze.customers | Bronze customer ingestion completed.
2026-07-21 07:19:14,520 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260721.log
2026-07-21 07:19:14,521 | INFO     | bronze.customers | Reading source table
2026-07-21 07:19:15,452 | INFO     | bronze.customers | Rows read: 10
2026-07-21 07:19:15,692 | INFO     | bronze.customers | Source fetching completed successfully
2026-07-21 07:19:15,693 | INFO     | bronze.customers | Starting Bronze ingestion
2026-07-21 07:19:15,694 | INFO     | bronze.customers | Source table: customers_raw
2026-07-21 07:19:15,694 | INFO     | bronze.customers | Target table: customers
2026-07-21 07:19:19,366 | INFO     | bronze.customers | Bronze table written successfully.
2026-07-21 07:19:19,921 | INFO     | bronze.customers | Rows written: 10
2026-07-21 07:19:20,510 | INFO     | bronze.customers | Duplicate customer_ids: 0
2026-07-21 07:19:21,247 | INFO     | bronze.customers | Bronze customer ingestion completed.
2026-07-21 07:26:09,471 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260721.log
2026-07-21 07:26:09,472 | INFO     | bronze.customers | Reading source table
2026-07-21 07:26:10,803 | INFO     | bronze.customers | Rows read: 10
2026-07-21 07:26:10,982 | INFO     | bronze.customers | Source fetching completed successfully
