2026-07-24 07:36:47,258 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260724.log
2026-07-24 07:36:47,259 | INFO     | bronze.inventory | Checking for last successful run
2026-07-24 07:36:48,140 | INFO     | bronze.inventory | Fetched watermark value: None
2026-07-24 07:36:48,142 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-07-24 07:36:48,905 | INFO     | bronze.inventory | Rows read: 10
2026-07-24 07:36:49,091 | INFO     | bronze.inventory | Source inventory_raw fetching completed successfully
2026-07-24 07:36:49,092 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-07-24 07:36:49,093 | INFO     | bronze.inventory | Source table: inventory_raw
2026-07-24 07:36:49,094 | INFO     | bronze.inventory | Target table: inventory
2026-07-24 07:36:52,697 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-07-24 07:36:53,539 | INFO     | bronze.inventory | Rows written: 10
2026-07-24 07:36:54,037 | INFO     | bronze.inventory | Duplicate records: 0
2026-07-24 07:36:54,612 | INFO     | bronze.inventory | Bronze inventory ingestion completed
2026-07-24 07:43:54,752 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260724.log
2026-07-24 07:43:54,753 | INFO     | bronze.inventory | Checking for last successful run
2026-07-24 07:43:55,401 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-07-24 07:43:55,402 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-07-24 07:43:56,149 | INFO     | bronze.inventory | Rows read: 0
2026-07-24 07:43:56,339 | INFO     | bronze.inventory | Source inventory_raw fetching completed successfully
2026-07-24 07:43:56,340 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-07-24 07:43:56,341 | INFO     | bronze.inventory | Source table: inventory_raw
2026-07-24 07:43:56,341 | INFO     | bronze.inventory | Target table: inventory
2026-07-24 07:43:59,822 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-07-24 07:44:00,228 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-07-24 07:44:00,635 | INFO     | bronze.inventory | Rows written: 0
2026-07-24 07:44:01,154 | INFO     | bronze.inventory | Duplicate records: 0
2026-07-24 07:44:01,963 | INFO     | bronze.inventory | Bronze inventory ingestion completed
2026-07-24 07:53:29,814 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260724.log
2026-07-24 07:53:29,815 | INFO     | bronze.inventory | Checking for last successful run
2026-07-24 07:53:30,711 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-07-24 07:53:30,712 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-07-24 07:53:31,961 | INFO     | bronze.inventory | Rows read: 0
2026-07-24 07:53:32,161 | INFO     | bronze.inventory | Source inventory_raw fetching completed successfully
2026-07-24 07:53:32,162 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-07-24 07:53:32,163 | INFO     | bronze.inventory | Source table: inventory_raw
2026-07-24 07:53:32,163 | INFO     | bronze.inventory | Target table: inventory
2026-07-24 07:53:35,041 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-07-24 07:53:35,463 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-07-24 07:53:36,574 | INFO     | bronze.inventory | Rows written: 0
2026-07-24 07:53:36,941 | INFO     | bronze.inventory | Duplicate records: 0
2026-07-24 07:53:37,664 | INFO     | bronze.inventory | Bronze inventory ingestion completed
2026-07-24 09:12:25,265 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260724.log
2026-07-24 09:12:25,267 | INFO     | bronze.inventory | Checking for last successful run
2026-07-24 09:12:26,082 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-07-24 09:12:26,084 | INFO     | bronze.inventory | Reading source inventory_raw table
