2026-08-12 12:31:22,069 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260812.log
2026-08-12 12:31:22,070 | INFO     | bronze.inventory | Checking for last successful run
2026-08-12 12:31:22,887 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-12 12:31:22,890 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-12 12:31:22,924 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-12 12:31:24,226 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-12 12:31:24,431 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-12 12:31:24,433 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-12 12:31:24,435 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-12 12:31:24,437 | INFO     | bronze.inventory | Target table: inventory
2026-08-12 12:31:26,332 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-12 12:31:26,333 | INFO     | bronze.inventory | Starting post-write validations
2026-08-12 12:31:26,762 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-12 12:31:26,763 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-12 12:31:27,483 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-12 12:31:28,139 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-12 12:31:28,627 | INFO     | bronze.inventory | No full row duplicates found
2026-08-12 12:31:29,209 | INFO     | bronze.inventory | No NULL values found
2026-08-12 12:31:29,210 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-12 12:31:30,869 | INFO     | bronze.inventory | Audit log written successfully
2026-08-12 12:41:07,791 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260812.log
2026-08-12 12:41:07,792 | INFO     | bronze.inventory | Checking for last successful run
2026-08-12 12:41:08,630 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-12 12:41:08,633 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-12 12:41:08,665 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-12 12:41:09,841 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-12 12:41:10,042 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-12 12:41:10,043 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-12 12:41:10,044 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-12 12:41:10,045 | INFO     | bronze.inventory | Target table: inventory
2026-08-12 12:41:11,491 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-12 12:41:11,492 | INFO     | bronze.inventory | Starting post-write validations
2026-08-12 12:41:12,095 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-12 12:41:12,096 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-12 12:41:12,592 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-12 12:41:12,966 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-12 12:41:13,326 | INFO     | bronze.inventory | No full row duplicates found
2026-08-12 12:41:13,681 | INFO     | bronze.inventory | No NULL values found
2026-08-12 12:41:13,682 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-12 12:41:15,151 | INFO     | bronze.inventory | Audit log written successfully
