2026-08-03 12:53:54,923 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260803.log
2026-08-03 12:53:54,924 | INFO     | bronze.inventory | Checking for last successful run
2026-08-03 12:53:55,576 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-03 12:53:55,587 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-03 12:53:55,618 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-03 12:53:56,688 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-03 12:53:56,860 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-03 12:53:56,861 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-03 12:53:56,862 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-03 12:53:56,864 | INFO     | bronze.inventory | Target table: inventory
2026-08-03 12:53:59,078 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-03 12:53:59,079 | INFO     | bronze.inventory | Starting post-write validations
2026-08-03 12:53:59,446 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-03 12:53:59,447 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-03 12:53:59,976 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-03 12:54:00,493 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-03 12:54:00,871 | INFO     | bronze.inventory | No full row duplicates found
2026-08-03 12:54:01,232 | INFO     | bronze.inventory | No NULL values found
2026-08-03 12:54:01,233 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-03 12:54:02,959 | INFO     | bronze.inventory | Audit log written successfully
