2026-08-10 05:16:23,587 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260810.log
2026-08-10 05:16:23,588 | INFO     | bronze.inventory | Checking for last successful run
2026-08-10 05:16:24,498 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-10 05:16:24,499 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-10 05:16:24,527 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-10 05:16:25,786 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-10 05:16:25,980 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-10 05:16:25,982 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-10 05:16:25,984 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-10 05:16:25,985 | INFO     | bronze.inventory | Target table: inventory
2026-08-10 05:16:27,987 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-10 05:16:27,989 | INFO     | bronze.inventory | Starting post-write validations
2026-08-10 05:16:28,547 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-10 05:16:28,548 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-10 05:16:29,211 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-10 05:16:29,776 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-10 05:16:30,167 | INFO     | bronze.inventory | No full row duplicates found
2026-08-10 05:16:30,680 | INFO     | bronze.inventory | No NULL values found
2026-08-10 05:16:30,681 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-10 05:16:32,330 | INFO     | bronze.inventory | Audit log written successfully
2026-08-10 05:27:42,766 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260810.log
2026-08-10 05:27:42,767 | INFO     | bronze.inventory | Checking for last successful run
2026-08-10 05:27:43,668 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-10 05:27:43,669 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-10 05:27:43,698 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-10 05:27:44,434 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-10 05:27:44,592 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-10 05:27:44,593 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-10 05:27:44,594 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-10 05:27:44,595 | INFO     | bronze.inventory | Target table: inventory
2026-08-10 05:27:46,325 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-10 05:27:46,326 | INFO     | bronze.inventory | Starting post-write validations
2026-08-10 05:27:46,865 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-10 05:27:46,867 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-10 05:27:47,351 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-10 05:27:47,703 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-10 05:27:48,154 | INFO     | bronze.inventory | No full row duplicates found
2026-08-10 05:27:48,480 | INFO     | bronze.inventory | No NULL values found
2026-08-10 05:27:48,483 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-10 05:27:50,208 | INFO     | bronze.inventory | Audit log written successfully
2026-08-10 05:29:09,168 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260810.log
2026-08-10 05:29:09,169 | INFO     | bronze.inventory | Checking for last successful run
2026-08-10 05:29:10,077 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-10 05:29:10,078 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-10 05:29:10,107 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-10 05:29:10,870 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-10 05:29:11,040 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-10 05:29:11,041 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-10 05:29:11,041 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-10 05:29:11,042 | INFO     | bronze.inventory | Target table: inventory
2026-08-10 05:29:12,365 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-10 05:29:12,366 | INFO     | bronze.inventory | Starting post-write validations
2026-08-10 05:29:12,762 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-10 05:29:12,763 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-10 05:29:13,325 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-10 05:29:13,678 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-10 05:29:14,051 | INFO     | bronze.inventory | No full row duplicates found
2026-08-10 05:29:14,559 | INFO     | bronze.inventory | No NULL values found
2026-08-10 05:29:14,560 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-10 05:29:15,978 | INFO     | bronze.inventory | Audit log written successfully
2026-08-10 05:30:03,491 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260810.log
2026-08-10 05:30:03,492 | INFO     | bronze.inventory | Checking for last successful run
2026-08-10 05:30:04,284 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-10 05:30:04,285 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-10 05:30:04,314 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-10 05:30:05,224 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-10 05:30:05,417 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-10 05:30:05,418 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-10 05:30:05,419 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-10 05:30:05,420 | INFO     | bronze.inventory | Target table: inventory
2026-08-10 05:30:06,561 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-10 05:30:06,562 | INFO     | bronze.inventory | Starting post-write validations
2026-08-10 05:30:06,956 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-10 05:30:06,957 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-10 05:30:07,470 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-10 05:30:07,965 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-10 05:30:08,364 | INFO     | bronze.inventory | No full row duplicates found
2026-08-10 05:30:08,870 | INFO     | bronze.inventory | No NULL values found
2026-08-10 05:30:08,871 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-10 05:30:11,009 | INFO     | bronze.inventory | Audit log written successfully
2026-08-10 05:35:00,317 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260810.log
2026-08-10 05:35:00,318 | INFO     | bronze.inventory | Checking for last successful run
2026-08-10 05:35:01,111 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-10 05:35:01,112 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-10 05:35:01,148 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-10 05:35:01,990 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-10 05:35:02,170 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-10 05:35:02,171 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-10 05:35:02,173 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-10 05:35:02,174 | INFO     | bronze.inventory | Target table: inventory
2026-08-10 05:35:03,630 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-10 05:35:03,632 | INFO     | bronze.inventory | Starting post-write validations
2026-08-10 05:35:04,151 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-10 05:35:04,152 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-10 05:35:04,834 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-10 05:35:05,196 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-10 05:35:05,565 | INFO     | bronze.inventory | No full row duplicates found
2026-08-10 05:35:05,943 | INFO     | bronze.inventory | No NULL values found
2026-08-10 05:35:05,945 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-10 05:35:07,425 | INFO     | bronze.inventory | Audit log written successfully
2026-08-10 06:19:33,560 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260810.log
2026-08-10 06:19:33,561 | INFO     | bronze.inventory | Checking for last successful run
2026-08-10 06:19:34,424 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-10 06:19:34,426 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-10 06:19:34,465 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-10 06:19:35,689 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-10 06:19:35,886 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-10 06:19:35,887 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-10 06:19:35,888 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-10 06:19:35,889 | INFO     | bronze.inventory | Target table: inventory
2026-08-10 06:19:37,331 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-10 06:19:37,334 | INFO     | bronze.inventory | Starting post-write validations
2026-08-10 06:19:37,733 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-10 06:19:37,734 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-10 06:19:38,374 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-10 06:19:38,993 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-10 06:19:39,354 | INFO     | bronze.inventory | No full row duplicates found
2026-08-10 06:19:39,734 | INFO     | bronze.inventory | No NULL values found
2026-08-10 06:19:39,735 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-10 06:19:41,227 | INFO     | bronze.inventory | Audit log written successfully
2026-08-10 06:22:49,245 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260810.log
2026-08-10 06:22:49,247 | INFO     | bronze.inventory | Checking for last successful run
2026-08-10 06:22:50,050 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-10 06:22:50,052 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-10 06:22:50,086 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-10 06:22:50,997 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-10 06:22:51,286 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-10 06:22:51,289 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-10 06:22:51,290 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-10 06:22:51,291 | INFO     | bronze.inventory | Target table: inventory
2026-08-10 06:22:53,137 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-10 06:22:53,138 | INFO     | bronze.inventory | Starting post-write validations
2026-08-10 06:22:53,782 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-10 06:22:53,783 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-10 06:22:54,383 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-10 06:22:54,717 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-10 06:22:55,278 | INFO     | bronze.inventory | No full row duplicates found
2026-08-10 06:22:55,616 | INFO     | bronze.inventory | No NULL values found
2026-08-10 06:22:55,618 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-10 06:22:57,018 | INFO     | bronze.inventory | Audit log written successfully
