2026-08-06 05:35:32,501 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260806.log
2026-08-06 05:35:32,502 | INFO     | bronze.inventory | Checking for last successful run
2026-08-06 05:35:34,301 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-06 05:35:34,303 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-06 05:35:34,336 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-06 05:35:35,876 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-06 05:35:36,075 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-06 05:35:36,077 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-06 05:35:36,078 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-06 05:35:36,079 | INFO     | bronze.inventory | Target table: inventory
2026-08-06 05:35:37,797 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-06 05:35:37,798 | INFO     | bronze.inventory | Starting post-write validations
2026-08-06 05:35:38,204 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-06 05:35:38,205 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-06 05:35:38,730 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-06 05:35:39,355 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-06 05:35:39,729 | INFO     | bronze.inventory | No full row duplicates found
2026-08-06 05:35:40,093 | INFO     | bronze.inventory | No NULL values found
2026-08-06 05:35:40,094 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-06 05:35:43,705 | INFO     | bronze.inventory | Audit log written successfully
2026-08-06 06:32:25,568 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260806.log
2026-08-06 06:32:25,569 | INFO     | bronze.inventory | Checking for last successful run
2026-08-06 06:32:26,152 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-06 06:32:26,153 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-06 06:32:26,188 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-06 06:32:27,155 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-06 06:32:27,603 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-06 06:32:27,604 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-06 06:32:27,605 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-06 06:32:27,606 | INFO     | bronze.inventory | Target table: inventory
2026-08-06 06:32:29,468 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-06 06:32:29,469 | INFO     | bronze.inventory | Starting post-write validations
2026-08-06 06:32:29,834 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
