2026-08-11 12:13:29,147 | INFO     | silver.clean_orders | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/silver_clean_orders_20260811.log
2026-08-11 12:13:29,147 | INFO     | silver.clean_orders | Starting Silver pipeline at 2026-08-11 12:13:29.145759
2026-08-11 12:13:30,093 | INFO     | silver.clean_orders | Incremental load from catalog_project1.bronze.orders
2026-08-11 12:13:31,034 | INFO     | silver.clean_orders | Read 0 records from catalog_project1.bronze.orders
2026-08-11 12:13:31,035 | INFO     | silver.clean_orders | All required columns exists in the catalog_project1.bronze.orders
2026-08-11 12:13:31,036 | WARNING  | silver.clean_orders | New columns detected in catalog_project1.bronze.orders: {'_source_table', '_ingestion_pipeline_id', '_source_file', '_ingestion_timestamp'}
2026-08-11 12:13:31,796 | INFO     | silver.clean_orders | Data standardization completed for the catalog_project1.bronze.orders
2026-08-11 12:13:32,168 | INFO     | silver.clean_orders | Data type casting completed for the catalog_project1.bronze.orders
2026-08-11 12:13:33,100 | INFO     | silver.clean_orders | Data validation completed for the catalog_project1.bronze.orders
2026-08-11 12:13:33,507 | INFO     | silver.clean_orders | Deduplication completed for the catalog_project1.bronze.orders
2026-08-11 12:13:37,193 | INFO     | silver.clean_orders | Data written to the catalog_project1.silver.clean_orders
2026-08-11 12:13:38,466 | INFO     | silver.clean_orders | Data validation for catalog_project1.silver.clean_orders completed
2026-08-11 12:13:38,467 | INFO     | silver.clean_orders | Silver pipeline for catalog_project1.silver.clean_orders completed successfully
2026-08-11 12:13:38,468 | INFO     | silver.clean_orders | No new data, watermark value unchanged: 2025-03-28 00:00:00
2026-08-11 12:13:40,811 | INFO     | silver.clean_orders | Audit for catalog_project1.silver.clean_orders is written successfully
2026-08-11 12:29:15,798 | INFO     | silver.clean_orders | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/silver_clean_orders_20260811.log
2026-08-11 12:29:15,800 | INFO     | silver.clean_orders | Starting Silver pipeline at 2026-08-11 12:29:15.797879
2026-08-11 12:29:16,909 | INFO     | silver.clean_orders | Incremental load from catalog_project1.bronze.orders
2026-08-11 12:29:17,900 | INFO     | silver.clean_orders | Read 0 records from catalog_project1.bronze.orders
2026-08-11 12:29:17,902 | INFO     | silver.clean_orders | All required columns exists in the catalog_project1.bronze.orders
2026-08-11 12:29:17,903 | WARNING  | silver.clean_orders | New columns detected in catalog_project1.bronze.orders: {'_source_table', '_ingestion_pipeline_id', '_source_file', '_ingestion_timestamp'}
2026-08-11 12:29:18,497 | INFO     | silver.clean_orders | Data standardization completed for the catalog_project1.bronze.orders
2026-08-11 12:29:18,915 | INFO     | silver.clean_orders | Data type casting completed for the catalog_project1.bronze.orders
2026-08-11 12:29:19,861 | INFO     | silver.clean_orders | Data validation completed for the catalog_project1.bronze.orders
2026-08-11 12:29:20,282 | INFO     | silver.clean_orders | Deduplication completed for the catalog_project1.bronze.orders
2026-08-11 12:29:24,344 | INFO     | silver.clean_orders | Data written to the catalog_project1.silver.clean_orders
2026-08-11 12:29:26,036 | INFO     | silver.clean_orders | Data validation for catalog_project1.silver.clean_orders completed
2026-08-11 12:29:26,037 | INFO     | silver.clean_orders | Silver pipeline for catalog_project1.silver.clean_orders completed successfully
2026-08-11 12:29:26,039 | INFO     | silver.clean_orders | No new data, watermark value unchanged: 2025-03-28 00:00:00
2026-08-11 12:29:27,581 | INFO     | silver.clean_orders | Audit for catalog_project1.silver.clean_orders is written successfully
